grad_norm,lg_loss_scale,loss,loss_q0,loss_q1,loss_q2,loss_q3,mse,mse_q0,mse_q1,mse_q2,mse_q3,param_norm,samples,step,vb,vb_q0,vb_q1,vb_q2,vb_q3
9.671519596570752,20.0,12.462056159973145,1.0160487778484821,1.004012929541724,1.0075658485293388,41.72986601127519,1.0012606382369995,0.9988630600273607,0.9987900768007552,1.00221461430192,1.0044653680589464,222.36603769656062,64,0,11.460795402526855,0.0171857217210345,0.005222849980262774,0.005351228610379621,40.725400737564385
9.442969370028345,20.0055,2.900063228607177,0.8735320307070924,0.8142752070580764,0.8345676103287195,8.927211396898956,0.8256696462631224,0.8373408785053331,0.8102288330754926,0.8303179211870456,0.8245781031122963,222.3735173656207,704,10,2.0743934403173623,0.03619115055520456,0.0040463721845298995,0.0042496876992263195,8.102633271677753
7.628436233627302,20.01550000000002,0.5263990610837936,0.5984939042387943,0.49159339426448506,0.49389967838159,0.5188242615379903,0.5116228282451629,0.5667505696779345,0.4891356098576913,0.49141540683997,0.4972555946489298,222.39713059006263,1344,20,0.014776245132088663,0.031743336213389185,0.00245778553799943,0.00248426866780322,0.0215686686287825
5.430217371867169,20.02550000000003,0.5837022572755813,0.3311725537900978,0.2526739347207393,0.23976105701423678,1.6641832270043009,0.2679770618677139,0.32325492575334,0.2514123063110101,0.23854922320314523,0.2536714814708267,222.4257693628297,1984,30,0.31572519971523433,0.007917627674053726,0.00126162757529712,0.0012118333973642993,1.4105117036403534
3.1466510095593105,20.035500000000035,0.12930509448051453,0.22710508944428676,0.11286463755636639,0.0975016695813517,0.09062032155552002,0.12435543537139894,0.20907499544880026,0.11228720172762116,0.09701244867919535,0.08848071590347104,222.4578126124909,2624,40,0.004949659376870841,0.018030092428631572,0.0005774358113950046,0.0004892206931155789,0.002139605337581099
1.3417412346864932,20.04550000000005,0.0754136547446251,0.18203675149916082,0.06061566788703204,0.03559893640379109,0.02775091153901369,0.07271240502595899,0.17221787956376103,0.060303591901902154,0.03542299651851256,0.027057052878984064,222.49441905382432,3264,50,0.0027012477279640735,0.009818871667681747,0.0003120760077763407,0.0001759398801853725,0.0006938587135538971
0.5978130973308899,20.05550000000007,0.06523164026439189,0.1890088561689482,0.04383017257409724,0.019891456835510506,0.01034930215991405,0.059337989240884785,0.16619521302636714,0.04360400531692682,0.019790972588606265,0.009917981858107163,222.53170178430287,3904,60,0.005893649382051081,0.022813644503185064,0.0002261673027926402,0.00010048417679643597,0.00043132033557873034
0.3217919403953756,20.065500000000082,0.06663561947643756,0.16453307735569325,0.04005178054690026,0.018010104892294335,0.034237093579499646,0.05621897205710411,0.14836461912183202,0.03984489118199001,0.017921380729519373,0.0068059418224960784,222.56292000271657,4544,70,0.010416646976955235,0.01616845864713576,0.00020688953659015835,8.872413682725914e-05,0.027431152497241956
0.33327288765375906,20.07550000000009,0.06583718433976173,0.16559871663144238,0.03873869858682153,0.016580050307826666,0.03867772341084978,0.055774351209402086,0.15697105617044915,0.03853891487543782,0.01649905376222437,0.005641633458435531,222.59076504986137,5184,80,0.010062832094263285,0.00862766033490565,0.00019978367155999878,8.099656637873767e-05,0.03303608952074376
0.30929561507190834,20.085500000000103,0.06113999560475349,0.18519149066471477,0.037679266524375275,0.015402069351134393,0.004528708700469672,0.05409290753304958,0.15809213983394757,0.03748313049987161,0.015326147331880069,0.0043835322058564715,222.6242323580932,5824,90,0.007047087303362787,0.027099351049933253,0.00019613591912521098,7.592207861634028e-05,0.00014517648837364662
0.48486094569713545,20.095500000000115,0.06334833204746246,0.16515624545337165,0.03549309426773633,0.015116834655929745,0.03102319008952768,0.055214873701333995,0.15669448318935572,0.035308166178400685,0.015042687800535762,0.004679044610230433,222.65874978869283,6464,100,0.008133458823431281,0.0084617617761805,0.00018492803003877388,7.414689126043823e-05,0.02634414610714321
0.3862894754685133,20.105500000000127,0.05169887840747833,0.15986919094237584,0.03365237026009705,0.01396236165691121,0.004056906111201304,0.04670258834958076,0.13961632958342948,0.03347976161749101,0.013893331984563937,0.00393646250498921,222.6952761544248,7104,110,0.004996290156850591,0.02025286016925687,0.0001726087062706939,6.902971982066285e-05,0.00012044360278614584
0.2766857846472157,20.115500000000136,0.06443660072982312,0.17999886130185241,0.03404342216211108,0.014278589291436392,0.003771664999737979,0.0542263738811016,0.14475401658969725,0.03386615774354097,0.014208829875369342,0.0036978606471141213,222.7266801608573,7744,120,0.010210227750940248,0.03524484486669003,0.00017726449942935272,6.975940185242836e-05,7.38043539943285e-05
0.30762384486842764,20.12550000000015,0.054400686919689176,0.15406750082703585,0.03217911508075799,0.013375378038787036,0.01134607820661275,0.04756115097552538,0.1365531075834517,0.032011675288830005,0.013309221869955453,0.0032587829678497053,222.75177123878493,8384,130,0.006839536846382543,0.017514392269211906,0.00016743975932432856,6.615614739072453e-05,0.008087295427685597
0.3072840534784411,20.135500000000167,0.0652624662965536,0.1823694524906013,0.03178026560036573,0.0135509916802957,0.0033037977830173747,0.05495715588331223,0.14716325546064063,0.03161795498145854,0.013483746946618264,0.0032339509573160083,222.77529317137848,9024,140,0.010305311589036137,0.03520619717399378,0.00016231068576042372,6.724473633785618e-05,6.984682783901256e-05
0.21523835636998653,20.14550000000018,0.04716239236295222,0.14345149262450063,0.03085563591746398,0.012847640990422906,0.003167284981687912,0.04349953588098288,0.12872337468732623,0.03069707729073979,0.012783658693735604,0.0031071056414825396,222.79781702605976,9664,150,0.0036628557543735953,0.014728117458173826,0.00015855876847845773,6.398228541188588e-05,6.017933396716937e-05
0.20266045035963035,20.15550000000019,0.05232773050665855,0.1728230060666408,0.02996883255381806,0.012400883049563029,0.0029902230285269796,0.046562666818499555,0.1488440584415862,0.029814269029511467,0.012339669640994436,0.0029265753873261415,222.81627339082723,10304,160,0.005765064599108882,0.023978947321187365,0.00015456360765361184,6.121345311729591e-05,6.36476401225169e-05
0.25298511272079083,20.165500000000197,0.058554887771606445,0.17350299268788683,0.03218376655956798,0.01269683005732028,0.0030140506136376666,0.049730433523654936,0.14112105938697495,0.0320159853494997,0.012634425544361241,0.0029529933388403127,222.8310872118885,10944,170,0.00882445519673638,0.0323819339215134,0.0001677812265543138,6.240444630345378e-05,6.105726960186072e-05
0.21178737994287047,20.175500000000213,0.045940149948000907,0.14445744027547977,0.030353290333102124,0.012982818094150582,0.0028047222855093405,0.044101773947477343,0.1370527193047642,0.030194970903297265,0.012919081482867908,0.0027509152132552117,222.84706380024627,11584,180,0.0018383761664154008,0.007404720767749645,0.00015831944503588607,6.373655906637353e-05,5.380707746667214e-05
0.20833402753227417,20.18550000000022,0.050904485210776326,0.15506667123844636,0.03147930070121267,0.012361647044499859,0.003031634695012382,0.046467633545398714,0.13793802542463415,0.031316508875004506,0.012300659762057548,0.002956548695939708,222.86284034242618,12224,190,0.004436850390629842,0.01712864546099553,0.00016279184695387015,6.098725480862338e-05,7.508599684362416e-05
0.16481900415289535,20.195500000000234,0.04622282125055789,0.1373084803469151,0.030211226024461538,0.012372480893328068,0.003120371371306187,0.0445415634661913,0.13081778464077395,0.03005373601576892,0.012311681142884744,0.0030743508580708813,222.87677064481784,12864,200,0.0016812585236039008,0.006490695296307886,0.00015748999087908042,6.079977434221446e-05,4.602052474912327e-05
0.22660226154087218,20.205500000000256,0.05242490898817778,0.15568883609684087,0.030670974213678967,0.011846167859895252,0.002763532128065472,0.049450233578681946,0.14475257403272038,0.03050846976571178,0.011787948698517592,0.0026957659511763973,222.8924194965337,13504,210,0.0029746748856268822,0.010936262251925654,0.0001625045012444486,5.8219167080738635e-05,6.776617982649369e-05
0.19192755506854034,20.21550000000026,0.04321429505944252,0.12417962884135325,0.0295785961453529,0.011666566866182984,0.002906354636465555,0.04148153029382229,0.11771456244768515,0.02942681120270315,0.011608633699572891,0.0028560714958592043,222.909207657971,14144,220,0.001732765036285855,0.0064650659340038654,0.0001517850578024724,5.793315939773347e-05,5.0283139399304945e-05
0.18145130208239005,20.225500000000277,0.045671682059764865,0.1324152805315085,0.028838817683129507,0.01181238403499831,0.002714260608069257,0.04371118620038032,0.12510874619460607,0.028691613155862564,0.011754629741180836,0.0026687875902851577,222.9247258246422,14784,230,0.0019604958244599405,0.007306535042407196,0.00014720454423102473,5.7754273407548964e-05,4.547302192983186e-05
0.16761437991026332,20.235500000000286,0.04521713219583035,0.15270096501207917,0.02868732350694686,0.011340653481228011,0.0025754225799721826,0.03947215229272842,0.12778708119302576,0.02854052936772302,0.011284391499523603,0.0025292856877312314,222.9385985469222,15424,240,0.0057449799380265175,0.02491388343751417,0.000146794153627271,5.6261948967793264e-05,4.6136895477058383e-05
0.17528185334299978,20.245500000000295,0.044655307754874224,0.14568164564619124,0.028756445303799644,0.011942675767146468,0.0027105578859309754,0.041920282691717145,0.1342126642097563,0.02860628854363196,0.011883870209995777,0.0026603945343542535,222.9523251909835,16064,250,0.002735024952562526,0.011468981428133587,0.00015015681297706095,5.880553093715643e-05,5.016334506305712e-05
0.2200230000348198,20.25550000000031,0.045949275791645046,0.14083634683241456,0.02918611784021255,0.01119899715817834,0.011464912724477465,0.03993714917451144,0.12501085745791607,0.029032577212680787,0.011143323043256074,0.002461211766785708,222.9656626505183,16704,260,0.006012127693975344,0.015825490114997003,0.0001535406076536496,5.5674094594797994e-05,0.009003701109946865
0.19268138040640495,20.265500000000326,0.03853520974516869,0.11111980572389736,0.028828602775254033,0.011220635363349208,0.0027274170213124962,0.03706811182200909,0.10547919618258687,0.028677733891615355,0.011164688167484175,0.002674636662735107,222.98030255043702,17344,270,0.0014670966687845065,0.005640609367602684,0.00015086892350209933,5.594722949387716e-05,5.278036395167594e-05
0.13816187542442637,20.27550000000033,0.04281283766031266,0.13330439108017939,0.028532107892845368,0.011188643792158231,0.002524476833295428,0.04131428264081479,0.12740259018177408,0.02838551085905074,0.011133108912305774,0.0024859503062592977,222.99777246696883,17984,280,0.001498553535202518,0.005901800887398003,0.0001465969393201541,5.553486249297842e-05,3.8526534484156644e-05
0.17028100394387718,20.285500000000354,0.045329741388559344,0.1523551291033421,0.027490572084582627,0.01122560555341881,0.0027883762112733976,0.04131754506379366,0.13502598547517047,0.027348286658525445,0.011170074655800256,0.0027531602379469848,223.01697535089724,18624,290,0.004012196382973344,0.017329143549033373,0.0001422854420877317,5.5530892215658145e-05,3.521598300013265e-05
0.22265351511501996,20.295500000000363,0.04211167376488447,0.13803285664782453,0.02831428721195685,0.011812085234673655,0.002892754850827893,0.04071643259376286,0.13217350606774464,0.02817013003400661,0.011753802649142997,0.002829557301972039,223.03674663862992,19264,300,0.001395242422586307,0.005859350505915207,0.00014415705197090965,5.8282595568371315e-05,6.319755170066905e-05
0.19100533531888797,20.305500000000368,0.03742939233779907,0.1182470928137817,0.02942582840926403,0.011473377481760342,0.004989869404045259,0.03588701970875263,0.114231333638548,0.029272105483128526,0.011417091048925245,0.002809445848204508,223.05470748769415,19904,310,0.001542372230323963,0.004015759031572341,0.00015372286310931353,5.628645085380411e-05,0.0021804235670101614
0.15676535843783987,20.315500000000384,0.04283215925097466,0.12561331625329328,0.028485131575999884,0.011083102818943936,0.004742426001987616,0.040735572949051856,0.11977548290742565,0.028338621326667427,0.011028704721233037,0.0022801854191991304,223.07521759578117,20544,320,0.0020965868810890243,0.005837833670466349,0.0001465103328347836,5.439811659730194e-05,0.0024622406704111204
0.21801047561619866,20.325500000000396,0.046320884674787524,0.14938616078346958,0.026826427396638014,0.011237285841025083,0.004673166004479595,0.04021992348134518,0.12606540123621615,0.0266880269968108,0.011182496794408154,0.0023242122421931444,223.09327143177308,21184,330,0.006100961653282866,0.02332075872710749,0.00013840045302755105,5.478902367149856e-05,0.002348953806371208
0.17158154492659394,20.33550000000041,0.04917959496378899,0.13747250734504013,0.02905016029743773,0.010802858200698312,0.005933137718761246,0.043764862418174746,0.12148512720936143,0.028899372683985042,0.010749378268812573,0.0021605755824473313,223.11370029054873,21824,340,0.005414733046200125,0.01598738076149295,0.00015078762070468084,5.347993590169006e-05,0.003772562239698978
0.19643011158489518,20.345500000000424,0.045651694387197496,0.12529884609446104,0.028703272036170693,0.010785686954901626,0.004402168915385769,0.04274604916572571,0.11667531597940775,0.028553924753177376,0.010732046935558775,0.002329227806841759,223.13146510206678,22464,350,0.002905645815189928,0.008623530203182243,0.00014934726339883503,5.3640018444516505e-05,0.002072941036435914
0.16349848734933686,20.355500000000436,0.04621668588370085,0.14268773168606577,0.026911844800719432,0.010777571259339331,0.00405348591750651,0.04190820828080178,0.12747564959872815,0.026772984330925877,0.010724179282084492,0.0020618281871845425,223.1525043597855,23104,360,0.0043084765406092625,0.015212081760697424,0.00013886046641239206,5.3391972614686195e-05,0.001991657723294056
